Key,File,Type,UsedInMainMenu,NoTranslate,english
resourcePigeonBandDesc1,items,Item,,,Puffy's ID band CFF 32 45 27 13822771. \n\nNot useful for anything.
resourcePigeonBandDesc2,items,Item,,,CooCoo's ID band CFF 32 45 17 17203J21.\n\nNot useful for anything.
resourcePigeonBandDesc3,items,Item,,,Plop's ID band CFF 32 45 32 4279HR04.\n\nNot useful for anything.
resourcePigeonBandDesc4,items,Item,,,Sparkle's ID band CFF 32 45 54 6215VY1.\n\nNot useful for anything.
EntityHomingPigeon1,entityclasses,Entity,,,Puffy the Homing Pigeon
EntityHomingPigeon2,entityclasses,Entity,,,CooCoo the Homing Pigeon
EntityHomingPigeon3,entityclasses,Entity,,,Plop the Homing Pigeon
EntityHomingPigeon4,entityclasses,Entity,,,Sparkle the Homing Pigeon
homingPigeonNote1Desc,items,Encrypted Note,,,"A scribbled note attached to an infected pigeon who appears to be named 'Puffy'.\n\n//Hey Zeke, I've run out of options. I think channel Echo is compromised so I'm using my precious homing pigeons from now on. Key for messages will be KT_SKY27. Take care of my girls when they arrive, I don't know what I would do if anything happened to them.//\n\nThe note is unsigned."
homingPigeonNote2Desc,items,Encrypted Note,,,"A coded message deciphered with the Key: KT_SKY27. Splattered in blood, the text is hard to read.\n\n//Zeke, A sample of what I can get my hands on. There is something big going down near one of the traders, I'll see what I can find out. Puffy still hasn't returned, I keep thinking someone's hurt her and its stressing me the hell out.//"
homingPigeonNote4Desc,items,Encrypted Note,,,"A coded message deciphered with the Key: KT_SKY27. This note is written clearly and purposefully.\n\n//Hey Zeke, we've left the stash at a drop-house as greed. Its the last payment so its a bit bigger than normal. Here are the coords, make sure you pick it up as soon as possible.//\n\nAn abrupt note, devoid of rantings about pigeons. The stash isn't too far away, might be worth taking a look. Read(A) to begin."
homingPigeonNote1,items,Encrypted Note,,,"Puffy's Note."
homingPigeonNote2,items,Encrypted Note,,,"CooCoo's Note."
resourcePigeonBossMarker,items,Item,,,Marked For Death
resourcePigeonBossMarkerDesc,items,Item,,,"You're being hunted and have been marked for death."
interloperSpywareSetupCompleteNote,items,Interloper,,,"The Sound of Silence."
interloperSpywareSetupCompleteNoteDesc,items,MaliciousActor,,,"The spyware has been set up, hopefully it will pick something up. \n\nThe transmitter will send anything it captures to the Receiver and you'll get a notification. It's a simple device and only capable of picking up phrases around the key words: SUPPLY, CRATE & DROP."
interloperMaliciousActorSpywareNoteBundle,items,Item,,,Sound of Silence Notebook
interloperMaliciousActorSpywareNoteBundleDesc,items,Item,,,"Interloper Special Notebook, open to view contents.\n\n[Must open to continue Interloper Story.]"
qt_InterloperFirstTransmissionReceived,items,Interloper,,,"Transmission: Interesting tidbits."
qt_InterloperFirstTransmissionReceivedDesc,items,Interloper,,,"The transmitter only captures a few words around key phrases, the transmission reads:\n\n...DROP a duece, so Henson shot him. Now we'll have to find another pilot to do the SUPPLY DROP run. Tell the man that we know his SUPPLY is low and we will still deliver on ...\n\nThe transmission ends."   
qt_InterloperThirdTransmissionReceived,items,Interloper,,,"Transmission: A Fair Trade?"
qt_InterloperThirdTransmissionReceivedDesc,items,Interloper,,,"This transmission doesnt use key word capture - someone has interfered with the Transmitter.\n\nWhoever you are, we know you retrieved the Supply Crate. There were men watching the old base and we figured this transmitter out. Your antics are quite impressive and I'll make you a deal. You drop the 'special' Magazine Bundle at a specific spot and I'll trade you something much better. No games, a straight trade!\nHead to this location for the swap and come alone.\n\nRead (A) to start the trade."   
interloperInterceptSupplyCrateComplete,items,Interloper,,,"Supply Crate Intercepted"
interloperInterceptSupplyCrateCompleteDesc,items,Interloper,,,"You've intercepted the special delivery for the Duke. The magazine bundle looks to be particularly valuable and should be kept safe. Maybe take a couple of days to think about how best to use this situation to your advantage."   
qt_InterloperSecondTransmissionReceived,items,Interloper,,,"Transmission: Private Conversations."
qt_InterloperSecondTransmissionReceivedDesc,items,Interloper,,,"The transmitter only captures a few words around key phrases, the transmission reads:\n\n...SUPPLY DROPs gone. Your nobhead pilot DROPped it over the abandoned base, not the new one ..... wasteland, lost many brothers and SUPPLYs trying. There was something very special in that DROP for the Duke. Tracking freq is 635KHz at 12m max, retrieve the SUPPLY CRATE or you are all dead. You fu...\n\nYou finally get a lead on the special supply drop. They seem to have lost it and the msg is vague about where the crate was dropped. However, you can probably identify the location if you can get within a couple of kms. Explore the map to find the Supply Drop - Read(A)."
qt_InterloperStoryNoteMaliciousActor,items,Interloper,,,The Sound of Silence.
qt_InterloperStoryNoteMaliciousActorDesc,items,Interloper,,,"Not getting anywhere with the Traders and start getting a little impatient. You decide to set up a surveilance device near a Trader to listen in on any local chatter or radio traffic.\n\nBuild and place a Signal Receiver(SR) then build a Signal Capture and Transmitter (SCT) device. Place the SCT device near a Trader. \nRead(A) to begin Interloper : The Sound of Silence."
qt_InterloperStoryNote,items,Encrypted Note,,,Plop's Note: Scout around Traders for information.
qt_InterloperStoryNoteDesc,items,Encrypted Note,,,"A coded message deciphered with the Key: KT_SKY27.\n\n//Someone's killing my babies Zeke! I'm so stressed out, feels like my head is on fire.\nI got some of the info you wanted: The 2nd 'special' package is a supply drop and its hot. I almost got busted near the Trader getting the info so I'm going silent for a bit.//\n\nThe note also mentions a couple of Trader locations. You consider snooping around the Traders to find out more about a 'special' supply drop.\nRead(A) to begin the Interloper Story."
qt_InterloperStoryNote2,items,Encrypted Note,,,Scout the second Trader mentioned in the pigeon note.
qt_InterloperStoryNote2Desc,items,Encrypted Note,,,"You got absolutely nothing from the first Trader. Time to try the second Trader that was mentioned in the note from the pigeon.\nRead(A) to find the second Trader."
homingPigeonNote4,items,Encrypted Note,,,"Sparkle's Note."
qt_PigeonFinal,items,Encrypted Note,,,"Sparkle's Note."
qt_PigeonFinalLootNote,items,Note to self,,,Curtis 'pigeonface' Colton's list
qt_PigeonFinalLootNoteDesc,items,Note to self,,,"Curtis 'pigeonface' Colton's To Do List:\n1) Have breakfast.\n2) Clean teeth.\n3) Ambush pigeon killer.\n4) Sing the pigeon song while pummeling pigeon killer's face.\n5) Drop off weapons supply on way home.\n\n[Doesn't seem like you'll be running into any more pigeons.]"
homingPigeonContainerDesc,items,Message Tube,,,"A standard homing pigeon message tube. Small and lightweight, but still useful for messages and very small items.\n\nOpen to examine contents."
homingPigeonContainer1,items,Message Tube,,,"Puffy the pigeon's Message Tube."
homingPigeonContainer2,items,Message Tube,,,"CooCoo the pigeon's Message Tube."
homingPigeonContainer3,items,Message Tube,,,"Plop the pigeon's Message Tube."
homingPigeonContainer4,items,Message Tube,,,"Sparkle the pigeon's Message Tube."
animalHomingPigeonOne,entityclasses,Entity,,,Puffy the homing pigeon
animalHomingPigeonTwo,entityclasses,Entity,,,CooCoo the homing pigeon
animalHomingPigeonThree,entityclasses,Entity,,,Plop the homing pigeon
animalHomingPigeonThree,entityclasses,Entity,,,Sparkle the homing pigeon
pigeonFinalBossBundle,items,Loot Bundle,,,"Pigeon Fancier's Loot"
pigeonFinalBossBundleDesc,items,Message Tube,,,"A delivery package crudely wrapped in some kind of blanket. It exudes a tangy smell, a combination of body odour and moldy chicken feed.\n\nUse to open and unpack."
EntityPigeonBossLoot,entityclasses,Entity,,,Pigeonface's Loot
interloperReceiverBlock,blocks,block,,,Signal Receiver (SR)
interloperReceiverBlockDesc,blocks,block,,,"Signal Receiver(SR) that gets paired with a Signal Capture and Transmitter(SCT) device.\nIn the default configuration, the SCT device uses sounds and radio scanners to listen for specific patterns or sound combinations. When a match is found it will transmit the results to the SR. The SCT uses mutiple scan types including local voice and short wave radio."
interloperTransmitterBlock,blocks,block,,,Signal Capture and Transmitter (SCT)
interloperTransmitterBlockDesc,blocks,block,,,"Signal Capture and Transmitter(SCT) that gets paired with a Signal Receiver(SR) device.\nIn the default configuration, the SCT device uses sounds and radio scanners to listen for specific patterns or sound combinations. When a match is found it will transmit the results to the SR. The SCT uses mutiple scan types including local voice and short wave radio."
cntPoliceCar01BuriedDesc,blocks,block,,,Missing Patrol Car
cntPoliceCar01Buried,blocks,block,,,Missing Patrol Car
cntPoliceCar01AlarmLockedBuried,blocks,block,,,Locked Missing Patrol Car
cntPoliceCar01AlarmUnlockedBuried,blocks,block,,,Unlocked Missing Patrol Car
quest_buriedPatrolCarComplete,Quest,Quest Info,,,Patrol Car Unlocked
coffinClockBroken,items,Item,,,Broken Clock
coffinWoodSpikes,items,Item,,,Shattered Defences
playerExplosiveBarrel,blocks,Block,,,High Explosive Barrel - Kills Zombies
playerExplosiveBarrelDesc,blocks,Block,,,A well positioned barrel can cause chaos.\nEntity Damage 1800\nBlast Radius 7\nBlock Damage 20\nBlock Damage Radius 4.\nHarvest (e.g. with a pickaxe) for pickup after placement. 
playerExplosiveBarrelSchematic,items,Traps,,,High Explosive Barrel Schematic
playerExplosiveBarrelSchematicDesc,items,Traps,,,Learn the High Explosive Barrel Recipe
thrownTimedChargeDesc,items,Gun,,,"A shaped charge designed for delicate work like blowing off a safe lock, a door, or a zombie's head. Automatically detonates after 5 seconds. Want to bring the house down? Try some dynamite instead.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary]\n\nUsed as Impact Trigger in High Explosive Barrels"
modMeleeStunBatonRepulsorDesc,item_modifiers,Mod,,,Install this mod into a stun baton and send zombies flying on the charged hit.\nIngredient for the CrowdControl Mod recipe.
modGunMeleeRadRemoverDesc,item_modifiers,mod,,,Will disable the regeneration ability of radiated zombies for 90 seconds.\nIngredient in the CrowdControl Mod recipe.
